text,label
"Mhmm, OK.",doctor
But essentially that that might be like once like per month or something.,patient
"OK. OK. Alright, and, any sick contacts recently?",doctor
"No, no. I've been working from home.",patient
"OK. OK, and any travel recently?",doctor
No.,patient
"No, OK. And where do you live?",doctor
I live here in town with my wife and our teenage son.,patient
OK. Is anyone at home sick?,doctor
"No, they're fine.",patient
"They're fine. OK, and what about.. Sorry?",doctor
They're both working from home like doing school from home too. So we rarely don't go anywhere like my wife goes to get groceries and that's about it.,patient
"OK, I see. And any old carpets, smoke, asbestos, mold anything like that at home?",doctor
"No, no, it's a pretty new house.",patient
"OK, alright, any pets at home?",doctor
We have a dog. It's a labradoodle.,patient
"OK, yeah.",doctor
"And that's it, yeah.",patient
How long have you had him?,doctor
"Oh, like, he's like 3 now. Like my sinus infections and that have been going on for longer than we've had him.",patient
"OK, alright. Those are all the questions that I had for you. Did you have any questions of your own for me?",doctor
"I don't think so. I just I hope you know, we can do something about this. Because you know, I tried all this stuff that is supposed to be like, you know, conservative like the first steps and it just doesn't seem like it's getting better. It's been like few weeks. So, I thought it was probably time to come see you.",patient
"Yeah, sorry. What have you tried at home again?",doctor
"So I use the, the rinses the saline rinses. I used a little bit of nasal decongestant but I know like I know I've been told I'm not supposed to do that for more than a few days, so I don't. Yeah, that's, I think that's pretty well it 'cause they said there's not much we can really do.",patient
"OK, yeah. So your symptoms, OK because some some of these things overlap with Covid, we're going to have to swab you and they'll notify you of your results in like 24 to 48 hours. But what it sounds like is something called Sinu, Sinusitis and it sounds like acute bacterial rhinosinusitis because of some f the symptoms that you have, and it's been going on for more than a week and it's, it's not going away with the rinse, saline rinses and these decongestants. So we will prescribe some antibiotics for you. Probably amoxicillin. Take those for five to seven days and see if some of your symptoms clear up. If they continue to be severe, umm, actually, at this will also prescribe you some inhaled corticosteroids because I think those can help as well, so will give you both of those for now and then just follow up with us in a week after you've tried both things and we'll see how your symptoms are holding up at that point. Does that sound like a good plan to you?",doctor
"Yeah, I think that sounds that sounds fair. Yeah, thank you.",patient
"OK, yeah no problem.",doctor
What brings you in today?,doctor
"I I've been having uh, this fever, the last couple of days and I've had a cough as well and my nose is, keeps running.",patient
OK. And when did the fevers start?,doctor
I think the fever started two days ago.,patient
"How, did you measure your magic temperature?",doctor
"Yeah, it was 38 point .5 when I when I checked it.",patient
And have you been checking it out past days? Has it gotten better or worse?,doctor
It's been about the same both both days.,patient
"And your cough, when did that start?",doctor
Cough started four days ago.,patient
"OK, is it a wet cough or dry cough?",doctor
It's been dry.,patient
I've been bringing up any blood or any mucus or anything like that.,doctor
"No, and I haven't had a cough before either. This is new.",patient
"OK, and the runny nose, what kind of discharge, or what like what's coming out of your nose?",doctor
It's pretty pretty watery and clear.,patient
"OK, alright, and when did that start?",doctor
"Yeah, yeah, sorry that started about four days ago as well, so about the same time as the cough.",patient
"Have you had any other symptoms, such as having a stuffy nose that have congestion in your sinuses, sore throat? Umm, red eyes? Watery, teary eyes? Sneezing, any of those symptoms.",doctor
"Um, no nothing like that.",patient
Any difficulties breathing?,doctor
No.,patient
Any pain in your chest?,doctor
No.,patient
"OK, any headaches?",doctor
"Uh yeah I have had a bit of a headache, actually. Well, just just this morning.",patient
How how bad is it?,doctor
"It's pretty mild. Something pretty simple like it, so I've had headaches like like this before. It's not, it's not a big deal.",patient
And do you have any fatigue or muscle aches?,doctor
"No muscle aches, but yeah, I have been fatigued last a couple of days. Two or three days.",patient
Any changes in your sense of smell?,doctor
No.,patient
Changes in your sense of taste?,doctor
No.,patient
Any pain in your belly or any diarrhea?,doctor
Nothing like that.,patient
"OK? Alright um, any medical conditions that you've been diagnosed with?",doctor
"Uh. No, I I've been, I've been healthy.",patient
"OK, any surgeries or hospitalizations?",doctor
"No, I haven't had anything like that before.",patient
OK. And do you take any medications?,doctor
"No, I'm not.",patient
"OK, and allergies to food or medications, or environmental allergies?",doctor
"I think I have an allergy to penicillin. I got it, I had a rash when I was I younger when I had that.",patient
"OK, and do you currently? Would you currently let that?",doctor
"Yeah, so I I just live with my with my mom.",patient
"OK, do you have any pets at home?",doctor
"No, it's just us two, uh, we live in a in a townhouse in in the city.",patient
"Nice, OK. And do you do you or your mom go out for school or for work?",doctor
"Uh yeah, I've been going been going to school. I know with the some of the lockdowns and what not the schools been open so we've been going. They've been pretty cautious with the covid protocols. And but my mom's been working from home.",patient
"OK, good. Do you feel like you or your mom may have had contact with anyone who could have potentially been sick?",doctor
"Uhm, I mean, maybe at the school or something like that, but I can't think of anybody who who's been sick.",patient
"OK, alright, have you traveled anywhere outside the province?",doctor
No.,patient
"OK, uhm. And, uh, do you I guess a couple of other more general questions. Do you feel safe at home?",doctor
"I do, yeah. We have a good a good relationship.",patient
"I'm glad, I'm glad, and an anything that we discuss will see confidential between you and me, unless there's something that you could be talk about that could harm you or harm anyone else. Do you feel safe at school?",doctor
"Yes, I do. I enjoy school. It's been fun.",patient
"That's good, that's good. And have you can have been consuming the drug? Tried anything?",doctor
"No, I've heard of other people. I mean in high school doing stuff like that, but I haven't been around anything like that.",patient
"OK, alright. Any alcohol?",doctor
No.,patient
"OK, are you sexually active?",doctor
No.,patient
"Alright. And uh, let's see so.. uh, you've had a fever, a cough, and a runny nose for the past few days. And have you been going to school? In the past couple of days or no?",doctor
"I know I've taken the last couple of days off, just been so tired and not feeling good so, yeah well.",patient
"OK, OK. So yeah, it sounds like you might have some sort of viral infection which could potentially be covid, but could also be another sort of another viral illness, just like the common cold or the flu. Um, so I'll request that we get a covid swab done and the results should come back in 24 to 48 hours and um, just try to self isolate as much as possible. Don't go to school, don't meet other people. Try to stay away from your mom as well. And based on the results, you'll get more guidance from public health nurses, and you should just continue to sort of rest and drink lots of water. Maybe take Tylenol or Advil if that's making you feel better and hopefully your symptoms will get better. If not, if you feel like your symptoms are persisting for days or week or so, or you're having worsening symptoms, definitely come back or give us a call.",doctor
"OK, thank you.",patient
How may I help you today?,doctor
"I'm just bringing my son today because he's been how many episodes where I'm eat hell gets all this coughing fit and become wheezy and become shorter breath and I mean after a period of time it goes away, but it's been happening every so often.",patient
Does he still have these symptoms?,doctor
"Like right now he's OK. When the symptoms come on, they last for I don't know, maybe 30 minutes, 60 minutes or or even less. But yeah it happens maybe once or twice a week where and it's been going on for a, a couple of months now. Yeah, he actually had a viral infection like a few months ago and I thought it was just that. It leared up and then he's just had a few more of these episodes, but without those kind of symptoms so.",patient
Hm? So all this started a couple months ago.,doctor
Yeah.,patient
Do you find that there and you mentioned that it happens about one to two times a week? Is there anything specific happening at that time? Any triggers that result in these symptoms?,doctor
"Well I will say I think I like exercise. I find yeah like soccer practice. Yeah, after maybe, or even during a game, like when things are really intense. Yeah, I think during soccer I've I've kind of noticed it. And then at night time as well. It kind of randomly, he'll have this cough.",patient
OK. So I guess it's do you feel like it's affected by cold weather as well or no?,doctor
"Um, maybe yeah, like if he yeah completely in the winter time. Like I know when he goes outside if he yeah he takes like a deep breath or something like that. He'll talk about having shortness of breath or difficulty breathing in the cold weather.",patient
"OK, other than the and I guess the cough. Is he coughing up anything, or is it kind of a dry cough?",doctor
It's dry.,patient
OK. Does he have any like chest pain during these episodes.,doctor
"No, he hasn't said anything like that.",patient
"Alright, any fevers?",doctor
"No, he had a little bit of a fever at the that one time a few months ago, but he hasn't. So that's right. I think he had a some sort of illness then, but he hasn't had any fevers.",patient
"I see. OK, any headaches?",doctor
"No, he hasn't said anything like that.",patient
OK. And how has he had any other symptoms so anything like racing heart or belly pain or muscle aches or any changes in his bowel movements or urinary symptoms?,doctor
"Uh no, I haven't heard him, uh, I complain about anything like that. I think I'll everything like that's been normal.",patient
"OK. So when he has these episodes, how like how severe are they? So how difficult is it for him to breathe?",doctor
"Ah, well, you certainly when it first starts, I mean for the first minute or two. Yeah, he that when I think particularly at soccer practice school have a really hard time catching his breath, but like he would, he stops playing and rests and really tries to make sure that he is I don't know, just trying to to breathe and it kind of goes away. He's been able to manage it OK.",patient
"OK, alright and I have these symptoms that have interfered with his daily activities? Does he for instance, try to avoid soccer practice. Or does he have difficulties falling asleep at night?",doctor
"Yeah, definitely wakes him up a few and every once in awhile at night and he does have to take it a little easier at soccer for sure. So yeah, I am thinking it is affecting him.",patient
"OK. And otherwise has he been, has he had any medical conditions that he's been diagnosed with?",doctor
"Uh, no, well he had some rashes when he was younger that he would get some some creams for, but that's mostly resolved now.",patient
"OK, any hospitalizations or surgeries?",doctor
"No, he hasn't had anything like that.",patient
"OK, uhm. And just going back to his birth and your pregnancy, were there any complications at the time of pregnancy?",doctor
"Um, there was a prolonged labor, I think, but he was delivered vaginally and at term",patient
"OK. OK, that's great.",doctor
"And he, oh sorry, I was just going to say normal weight as well.",patient
"OK good has, was he kept in the in ICU for a couple of days after, was he sent home?",doctor
"I think they, like he was kept for not an ICU he was kept for one day I think so just monitor for infection because it was like prolonged labor but he was OK. OK, so yeah we were able to go home.",patient
"OK, and I, what was I going to say. Forgot what I was going to say. How yeah, how has this growth and development been? Has he been seeing his doctor regularly? Any concerns there?",doctor
Yeah he's been good with with growth. No concerns for that and his developments been normal as well. He's reached all of his milestones.,patient
"OK, and is he going to school?",doctor
"Yeah, yeah, he's been going to school. He hasn't really been, he hasn't missed well he's missed one or two days actually, because of the cough, like on nights that he just didn't sleep well, so in the morning he's just well, not not feeling good for school so he has missed a couple of days over the last few months.",patient
"Okay. And does he, is there any other any conditions that run in the family? Including things like asthma or eczema, or allergic rhinitis or allergies.",doctor
"Yeah, sister does have some bad allergies. Her nose runs all the time and she also has that asthma. His sister uses and a daily inhaler and then also W1.",patient
"I see. OK, and uh. How are things at home is he, is he doing well otherwise? Like at school and things like that, any stressors in his life?",doctor
"No, he's been doing, uh, he's been doing well at school. He likes math and that that's been going, well.",patient
"OK, great. Has he ever tried any puffers?",doctor
"No, he hasn't actually.",patient
Has he been on any medications?,doctor
"Um, he he has not.",patient
Any allergies that he has?,doctor
"Not that I'm aware of, but I I think he might. I mean so like environmental or I don't know, something. He does get symptoms like a runny nose and itchy eyes sometimes, but usually go away pretty pretty quickly and he doesn't fuss about it too much so, yeah so.",patient
"From the symptoms that you've described so far, it sounds like he might also have asthma, but we will obviously have to do some testing and confirm that. Uhm, and also, it's given sort of the results, or even just like giving his symptoms, prescribe some buffers to help with those symptoms. Clearly it's affecting his life. He can't go to school or can't participate in soccer, or sometimes wakes up in the middle of the night, and that's not good. So, we'll we can be prescribed some puffers and see if those help and also get some testing done. Do you have any other questions for me?",doctor
"Uhm, No, yeah I was just wondering about, so like the wheezing and all of that could be with from asthma too?",patient
"Uhm, yeah, I would think so, but again, we'll get the testing done and see if there are any other, any other causes.",doctor
Ok.,patient
You said the wheezing sort of lasts only 30 to 30 minutes to an hour and then gets better?,doctor
"Yeah, I don't notice that any other times.",patient
"Yes, it's possibly, I mean, I would think it's asthma, but then we'll get the testing done and see.",doctor
"OK, great, thank you.",patient
What brings you in today?,doctor
"Yeah, I've had a shortness of breath, and even at at rest. Really, feeling like it's difficult to breathe, and when I take a deep breath I get a chest pain.",patient
When did this start?,doctor
This started yesterday.,patient
How bad is your shortness of breath?,doctor
"Like, I don't know. I feel like I'm OK, like n terms of being able to breathe, but I mean if I exert myself at all, there's no way I would be able to. It's, I just feel like even at rest it's hard to breathe.",patient
"OK, has it gotten worse since yesterday or better, or kind of been the same?",doctor
"It's mostly been that been the same or actually sorry it's got, got a little bit worse at first. It was more more with exertion, and now it's, at rest as well. So yeah, it's got worse.",patient
"I see, OK. Are you able to talk in full sentences or do you need to take a deep like stop to take a breath?",doctor
I could talk in full sentences.,patient
"And the chest pain, does it only occur when you take a deep breath, or are there other times as well?",doctor
"I pretty much yeah only when I'm taking a deep breath and say, I mean, maybe that's why part of the I can't take a deep breath so it's making me feel it's making the breathing more difficult making me feel more short of breath.",patient
OK. Any other symptoms that you've had? A fever or headache?,doctor
"No, nothing like that.",patient
Any cough?,doctor
"Yeah, I, I've had a cough as well over that the same same time period.",patient
Is it a dry cough? Are you bringing something up?,doctor
"It's dry, yeah, I haven't brought up any sputum or any any any blood.",patient
"OK any other flu like symptoms, runny nose, stuffy nose, sore throat? Anything like that?",doctor
"No, I just had um, yeah, the shortness of breath and chest pain.",patient
"OK, uhm. And have you, I guess I just invited more general questions about others potential symptoms. Do you feel like your heart is racing or do you feel like you have, uhm, do you have any belly pain or any changes in your bowel movements?",doctor
"No belly pain or changes to bowel movements, but I do feel like my heart is beating really fast really fast though.",patient
"Yeah, OK. Uhm, you said this started yesterday. Were you like completely fine the day before?",doctor
Uh I was yeah.,patient
Anything that's happened recently that's different or new?,doctor
"I'm well it like uh, about two weeks ago I had a hysterectomy 'cause I, for abnormal bleeding. Yeah I had surgery 2 weeks ago.",patient
What have you been doing these past two weeks in terms of sort of physical activity? Have you been moving around or no?,doctor
"It's it's certainly been less I I've been moving a little bit, but I've had a lot of pain so I just haven't been doing as much activity, that's for sure.",patient
"I I see and have you had any, I guess any pain in your legs. Or swelling in your leg? One or the other?",doctor
"Yeah, I have had actually, yeah my right my right calf is pretty sore.",patient
Definitely have a look at that. Have you noticed that it's been bigger or more red or warm?,doctor
"Um, no, I don't notice anything like that, just I, just really hurts.",patient
"Uh, OK. Any medical conditions that you've been diagnosed with?",doctor
"Um, yeah, yeah and I have a high BMI. Type 2 diabetes and anxiety.",patient
Do you have any bleeding disorders?,doctor
"Um other yeah, no. I think you're right. It said fibroids.",patient
"OK, OK. And do you take any medication?",doctor
"Yeah, so uh insulin, well metformin. And then that's it.",patient
OK.,doctor
"I'm sorry and then an SSRI. Like I said, low pram for anxiety.",patient
Alright. And do you have any allergies?,doctor
"No, I don't.",patient
"And, who do you.. do you currently live alone?",doctor
"Uh no, I live with my husband and and our two sons.",patient
"OK and, do you, have anyone sort of come in to help you out over these past two weeks? Are you getting any outside help from nurses etc. Or are your are your family members being supportive and helpful?",doctor
"Yeah, it's been mostly the the family members. My husband's been working from home and the kids have been helpful as well. They are 10 and 12 so they are able to do some things on their own so yeah they've been supportive.",patient
"That's great. That's great. OK, and you smoke at all?",doctor
I do yes I I smoke about a half a pack per day.,patient
For how long?,doctor
"Um, yeah, but I I started in my, yeah, after the kids were born actually, uh so like 10 years ago.",patient
"OK, have you tried cutting it down at all?",doctor
"Yeah, I have. I've kind of gone through spurts of quitting and restarting, quitting and restarting. So yeah, I've tried before.",patient
"OK, and what about marijuana or recreational drugs?",doctor
"No, don't use anything like that.",patient
And alcohol?,doctor
"Yeah I'll have some wine on the on the weekends, but maybe that's like a glass or two.",patient
"OK, OK uhm, and do you have any medical conditions that long run in the family?",doctor
"Just, uh, yeah, my father actually had a stroke when he was 68, and that's it.",patient
"OK OK uhm. You haven't ever had one, have you?",doctor
"No, I I haven't had anything like that.",patient
"OK, alright. So. I guess come to in terms of smoking, you said that you've tried to quit a couple of times in the past. Do you intend on trying again? I know it can be very hard to, to quit smoking.",doctor
"Yeah, it's only something that is always kind of in the back of my mind.",patient
"OK, if there's I'm happy to assist you and share resources and problems like medications and things like that that could help you if you're interested so we can talk more about that. talking about your I guess you mentioned that your weight is a little higher than or, its outside the normal range, is that something that you would like to cut down?",doctor
"Yeah, I really try to eat more vegetables and have been trying to do that sort of thing. I've lost a few pounds, but not enough, definitely want to keep going.",patient
"OK, good good, as long as you feel that you what you're currently doing is helping you and is helping you reduce weight. That's great. But also I'm here for you if you need more education or guidance on that. So, given what you've told me so far, it sounds like you might have developed a clot in your leg somewhere, simply because you had a surgery and you were not moving around very much. Sometimes that causes the blood to kind of, not move around your body is as as much as it usually does, and kind of stays in one place and get turned into a clot and that clot can sometimes get dislodged and settle into your lungs, and that can make it difficult for you to breathe. So, we'll do some tests that that's what my understanding is. Given what you've told me so far, but we do have to confirm it using a test. Also, the fact that you smoke and your weight, and your BMI is high, increases your risk of developing a clot, so I would definitely strongly recommend that you continue to try to reduce both and try to quit smoking. And so we'll do an ultrasound of your leg and we'll do a scan of your chest and see what's going on and then decide if we need to give you any medications, like any blood thinning medications.",doctor
"OK, yeah, that sounds really good. Thank you.",patient
Welcome.,doctor
What brings you in today?,doctor
"So two days ago I started to have this cough. Came out of nowhere. I haven't had a cough before and I, just today I've noticed the fever as well and and I've had a headache the last few days.",patient
Can you tell me a little bit more about your cough? Has it gotten better or worse over the past two days?,doctor
"So it, it's a it's been about.. well, it got worse at first and then it's been about the same since then.",patient
"Okay, and is it dry cough or wet cough?",doctor
It's dry.,patient
Okay. Uhm? And does it ever wake you up at night?,doctor
"No. Well, it kind of happens all throughout the day. Yeah, no, no, it hasn't woken me up at night.",patient
"OK, is there any, are there any triggers? Anything that makes your cough worse?",doctor
I can't think of anything really. It just kinda comes on like throughout the day on it spontaneously.,patient
How do you take any medications to help with your symptoms?,doctor
"Yeah, some over the counter cold medicines. I tried some to take Tylenol cold and sinus or something like that anyway and it did help me sleep a little bit with that the headache and just haven't been feeling very good, to help with that.",patient
"And tell me about your fever. Did you check it check it, check your temperature?",doctor
"I did yeah today I checked it and it was, like just over 38 I think like 38.1 or two.",patient
"OK, what about your headache? Where exactly is it?",doctor
I kind of feel it all over. It's like a band night feels like it's just around my head and squeezing.,patient
"And, how like if you had to give it a number from one to 10? What number would you give it? With 10 being the worst headache ever?",doctor
I would say maybe a 5.,patient
"OK, and you mentioned that the Tylenol helped.",doctor
"It did, yeah, probably took it down to a two or three. The headache didn't go away entirely. It was sort of still there, but did help.",patient
Have you had any other symptoms?  Have you had a confusion or is it any fuzziness? Or any flu like symptoms?,doctor
"Uh, I have felt just tired and, over these last couple of days. That and I have had a sore throat as well.",patient
"Oh, you get OK. OK, what about a runny nose or stuffy nose?",doctor
"Uh, no, nothing like that.",patient
Any difficulties breathing?,doctor
No.,patient
Any difficulty swallowing with a sore throat?,doctor
"Ah is a little bit painful, but I've been able to to eat and drink okay, just really takes a little longer.",patient
Any dizziness or fainting in the past couple of days?,doctor
"No, nothing like that.",patient
"OK, any rashes or changes in their nails?",doctor
"No, I haven't had anything like that.",patient
Any changes in your? I guess have had any chest pain?,doctor
"No, haven't had any chest pain, haven't had anything like that before.",patient
Any belly pain?,doctor
No.,patient
"any changes in your bowel movement, any diarrhea?",doctor
"No, no, I haven't had ah, any diarrhea.",patient
"OK, uhm any changes in your urination, any difficulties or any pain or any increase in frequency?",doctor
"No, I've had a urinary track infections before so I know what that's like. I haven't had any of those symptoms.",patient
"OK, alright, good. And. Have you been diagnosed with any medical conditions in the past?",doctor
"Uhm? No, I haven't. I had surgery on my knee when I was a teenager. I uh tore my ACL but it's been good since then.",patient
Any hospitalizations?,doctor
No.,patient
"OK, any medications that you're taking, including over the counter meds?",doctor
"Yeah, I just say I'm on birth control right now. I've been taking it for the last like five years.",patient
"OK, any allergies?",doctor
"Oh no, I don't think so.",patient
"OK, good. And do you have any medical conditions that run in the family? Including any heart or lung conditions or cancers.",doctor
"Yeah, my, my aunt had had breast cancer. But ah, and my dad has high blood pressure.",patient
OK OK uhm. And do you currently smoke?,doctor
"No, I don't.",patient
Do you ever smoke in the past?,doctor
"No, I I I I I've stayed away from that.",patient
Good. Any marijuana or recreational drugs?,doctor
"Yeah, sometimes, well, we'll smoke with like friends at a party I guess, but I haven't had any. I haven't done that in awhile.",patient
Alright. Any alcohol?,doctor
"Similar like sometimes at a party, but I mean yeah, it's been awhile for something like that, so I haven't really had any alcohol on in months.",patient
"And are you currently working, or?",doctor
"I am yeah. So it's uh, yeah I work for this tech company so I've been able to do a lot of my stuff at at home.",patient
"OK, uhm. Have you had any exposures to anyone who could potentially be sick?",doctor
"I will without, well, yeah I there a couple or last weekend. Actually there was a family party that we went to. It was outside, but uh, it, yeah, there's people around. There was nobody that was sick that I'm aware of.",patient
OK. And and have you traveled anywhere outside the province?,doctor
"No been besides that, the family party last weekend, but I mean that was just here in town so. It was close by.",patient
"OK, I guess I forgot to ask about a symptom. Have you felt that you've lost your sense of smell or sense of taste? Has it just been different?",doctor
"Yeah, I said some actually now that you mention it right sense of smell has been different, which is kind of weird, 'cause I I don't have, everybody knows or I don't feel congested or anything. So yeah, but my taste has been OK.",patient
"Good. Well, that's all the questions I had for you. Given that your symptoms sort of sound like you may have a viral or bacterial infection and seeing that you were, you had some exposure to to other people even though they weren't sick, it could, it could be that they, they had some sort of an illness that they could transmit that they weren't just showing symptoms at the time. We will get a covid swab done just to make sure that that's not what's happening. It could be that. And I'll recommend that you continue to, you know, take Tylenol and rest and take care of yourself and if your symptoms worsen or stay the same for long period of time, definitely come back or call public health to get some guidance and try to stay away from others and self isolate for the next couple of days or at least clear covid swabs back or your symptoms improve. Or the next 14 days. So that's all I have for you today. Do you have any questions for me?",doctor
"No, that sounds really good, thank you.",patient
How may I help you?,doctor
"I'm I'm here because I, I've oddly been feeling really short of breath and have a fever or and a cough.",patient
"OK, when did the shortness of breath start and are you short of breath now?",doctor
"It started about uh, I guess I could start yesterday. And a little bit, but it's getting better.",patient
"Started yesterday, OK, well I'm glad, it's getting better. When did the cough start?",doctor
It started around the same time.,patient
"OK, it is it. A dry cough or or wet cough?",doctor
It's a dry cough.,patient
"OK, is it? Is this cough new or if you had a cough before?",doctor
"No, it's it's kind of new.",patient
"Alright, have you brought up any, I know you said its been but have you brought up any blood?",doctor
No.,patient
"OK, and have you had any wheezing?",doctor
No.,patient
OK. And you mentioned a fever as well. Have you checked your your temperature today or yesterday?,doctor
"Yeah, it was at 38 last night.",patient
Are you feeling feverish today as well?,doctor
"Yeah, a little bit.",patient
"OK, and uh. So have you had any any infectious symptoms, like runny or red eyes?",doctor
No.,patient
How about a runny nose or feeling congested?,doctor
"No, no, it's just a cough.",patient
"Cough? OK. And what what, were you around any triggers yesterday or like around any anything that was out of the normal for you?",doctor
"I got a notice that this happens to me every time I go to my boyfriend's place, so I started dating, I started dating someone new about six months ago and every time I go to his place, a couple hours later I just like develop these symptoms, just kind of odd. I thought that I was just getting a cold. But now that it's happened like three times, I'm thinking maybe you have some sort of an allergy like maybe,  I don't know. Maybe it's like yeah, I'm just allergic to something. Maybe his plants or something. I don't know.",patient
"OK, and it does this happen each time that you go go to his house?",doctor
"Um, yeah, yeah. Kind of almost yeah, that's like you haven't like. I haven't been to his place very often because of the pandemic. But yeah, every time I go kinda feel really crappy after.",patient
"I see OK and, uh, are there any other environments you can think of where this happens or have these symptoms happen at any other point?",doctor
"No, I don't think so.",patient
OK. And have you had a sore throat?,doctor
No.,patient
How about any losses of smell or or taste?,doctor
No.,patient
"OK, and have you had any chest pain?",doctor
"No, no. I haven't.",patient
"K, and have you had any nausea or vomiting",doctor
No.,patient
"Alright, and any abdominal pain or diarrhea?",doctor
No.,patient
Any urinary problems like painful urination or frequency?,doctor
No.,patient
Have you had any muscle aches or body pains?,doctor
"Yeah, yeah. Just act different feeling achy and kinda tired these past well like 12 to 14 hours.",patient
"I see OK, so it has been kind of like all over or there are particular muscles sore or our body part?",doctor
"No, it's it's like all over.",patient
"OK, and you've been fatigued as well?",doctor
Oh yeah.,patient
OK. Have you had any headaches?,doctor
No.,patient
Any skin changes or rashes?,doctor
"Uh, no.",patient
Alright. And then how about any night sweats or chills? I know you mentioned fevers.,doctor
"No, I've just been feeling hot.",patient
"OK, I mean, how was your weight been over the last several months? Is it like have you lost weight or gaining weight or is up in the same?",doctor
Kind of in the same.,patient
"OK. And uh, in the past, have you been diagnosed with any medical conditions?",doctor
"No, I'm pretty healthy.",patient
"OK, you see. Yeah, you haven't had asthma in the past or or anything like that?",doctor
No.,patient
"OK, any allergies to medications you're aware of or or environmental things like or dust or pollen?",doctor
"No no. Which is why I was kind of surprised. I'm usually fine and I spend a lot of time outdoors so, I don't know. Yeah, I was surprised when this happened when I went to his place.",patient
"OK, did you ever get these kind of symptoms if you are like yeah or around smoke or or anything like that, you could maybe be inhaling or or even if you are outside in the cold?",doctor
No.,patient
"OK, and you get seasonal symptoms like throughout the year you get like itchy runny eyes or like. Like a runny nose?",doctor
"No, no. That hasn't happened to me.",patient
"OK, and do you take any medications?",doctor
I just take a birth control pill.,patient
"And when, how long have you been on that for?",doctor
About three years.,patient
OK. And any prior surgeries or hospitalizations?,doctor
Oh no.,patient
"Alright, and can you tell me a little bit about where you're living currently and two you're living with?",doctor
"I live alone, uh? I have an apartment next to the University.",patient
"OK, and any potential for being around anybody who's been sick like your boyfriend or his family or or anywhere else?",doctor
"No, I've just been visiting him and I just go grocery shopping. I've just I've been doing schooling online. Yeah, I don't think so. I'm usually very careful, I'm not. Yeah, I'm not maintaining social distancing with my boyfriend. He's in my social circle, but yeah, other than that no one I think yeah.",patient
Ok. And have you traveled anywhere?,doctor
No.,patient
Alright then are you currently working or going to school?,doctor
I'm going to school.,patient
"OK, cool and uh. And are you currently sexually active?",doctor
Yep.,patient
"OK, and are you using birth control. Are you using condoms?",doctor
"Yep. OK, any concern for any sexually transmitted infection at this time?",patient
"No. No, I'm very careful.",patient
OK? And do you smoke cigarettes?,doctor
No.,patient
Do you drink alcohol?,doctor
"Sometimes if, like during like parties and stuff, but I haven't really been drinking much 'cause there's nothing going on.",patient
OK yeah I see. And uh do use any recreational drugs?,doctor
No.,patient
"Alright, then umm in the family is there a history of any lung problems or any any heart problems?",doctor
Um just high blood pressure. My mom and dad have it.,patient
OK. And so I wanted to ask about the boyfriend's house as well. Is there any pets in the home there?,doctor
"Oh yeah. Yeah, he has this cute little parrot. And he also has a cat.",patient
"OK, and do you have any pets at your house?",doctor
"No, no I don't.",patient
"Oh, OK. So that I think that was everything that I wanted to ask on on history today, was there anything else I forgot to mention or you wanted to to bring up?",doctor
"I don't think so, no.",patient
"OK, so it sounds like there's potentially could be caused by an allergen such as which could be   from an animal like a parrot or a cat that is causing just a reaction and it's bringing these symptoms on like called hypersensitivity pneumonitis, but also we can't rule out asthma as well as being a trigger of kind of the cough and shortness of breath is being around allergens as well, so we'll order pulmonary function test, and maybe some, uh, uh, imaging and chest x-ray and we will go from there.",doctor
"Great, thank you.",patient
How may I help you?,doctor
"Hi I just want to talk about these, these times when I feel like I'm just I'm suffocating and I just can't breathe. It's pretty scary and I don't know what's going on.",patient
"Yeah, certainly, um, feeling short of breath like that can be quite scary for sure. When, when do these episodes kind of happen? Are they spontaneous? Or can you think of things that you're doing when they when they come on.",doctor
"Uhm? I, I don't know, it's just like. Uhm? Sometimes, like before interviews, sometimes just kind of random. Uhm, yeah. I can kind of tell when they're about to come on. Uhm? Yeah, I think. It's mostly like job interviews.",patient
"OK, have you had many of those recently?",doctor
Job interviews?,patient
Yeah.,doctor
"I got I got laid off because of the pandemic and now I've been looking for jobs and it's just like it's kind of nerve wracking. But also like I don't know, I'm just worried it could be something else like it's just, yeah, it's like I really just can't breathe, it's so weird.",patient
"OK, yeah, it's certainly. It sounds like there's been a lot of stress recently. Certainly plenty for with the pandemic as well. And so when you get short of breath, you you said you have this, you could feel that it's coming on and how long does it last for?",doctor
"Like 15 minutes 15, 20 minutes.",patient
Is there anything you do to help it go away?,doctor
I'll just say go and lie down and close my eyes.,patient
OK. And do you get shorter breath if you walk far distances or exert yourself?,doctor
"Oh no, no. I go out for a run every single day. Nothing happens at that time.",patient
OK. And. Have you had a cough?,doctor
No.,patient
Any wheezing?,doctor
No.,patient
OK. And have you had any any chest pain?,doctor
"Yeah, I kind of feel like this pressure at that time is just like yeah, someone's like pressing my chest inwards, kind of. It's hard to explain.",patient
"I see do you it is it um like, do you feel it in any one particular spot or?",doctor
No.,patient
OK.,doctor
I just feel like my chest is really tight and it's just it's like I can't like expand my lungs.,patient
I see and does this last around 15 minutes as well?,doctor
Yeah.,patient
OK. And similarly you like going for runs and stuff like that you on't ever get any chest pain?,doctor
"No, no, no.",patient
"OK. And and I know you mentioned you didn't have a cough, but have you brought up any phlegm or brought up any any blood?",doctor
"No, no, I have not had a cough.",patient
"Oh no, OK, I'm sorry.",doctor
That's OK.,patient
